original_title,start_year,runtime_mins,genre,average_rating,num_votes
Lo Bashchuna Shelanu,2014,68.0,"Documentary,Drama",8.6,12
365 Days: A Year in Happy Valley,2013,99.0,"Documentary,History,News",6.4,14
Unknown Caller,2014,103.0,Thriller,4.2,675
Mi loco Erasmus,2012,82.0,Comedy,5.8,78
The Magic of Heineken,2014,102.0,Documentary,6.3,35
Apocalypse Pompeii,2014,87.0,"Action,Adventure,Drama",2.5,1837
Mr. X,2014,71.0,"Biography,Documentary,Mystery",6.5,205
Hot,2016,90.0,"Comedy,Drama,Sci-Fi",5.8,37
Naz & Maalik,2015,86.0,"Adventure,Comedy,Drama",5.6,258
Jayson Bend: Queen and Country,2013,49.0,"Action,Comedy,Sci-Fi",6.1,56
La Bare,2014,91.0,Documentary,6.1,357
Art War,2014,84.0,"Adventure,Documentary,History",6.8,40
Samayou koyubi,2014,65.0,"Action,Comedy,Drama",6.5,35
X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",7.0,356556
Stan & Ollie,2018,98.0,"Biography,Comedy,Drama",7.3,17001
Sugar!,2017,94.0,"Drama,Music",6.4,34
The Vampire's Tomb,2013,77.0,Horror,5.3,7
Artist,2013,105.0,Drama,7.1,316
Casse,2013,87.0,Documentary,6.5,11
Finn,2013,90.0,"Drama,Family",6.7,226
Let the Scream Be Heard,2013,58.0,Documentary,7.9,41
Erkekler,2013,122.0,Comedy,4.7,443
"Eschyo chutok, mrazi!",2013,68.0,"Comedy,Documentary,Drama",6.2,9
El Ciudadano Kramer,2013,110.0,Comedy,4.9,290
Rédemption,2013,114.0,Drama,6.8,30
The Blackburn Asylum,2015,84.0,Horror,3.9,430
Punyalan Agarbattis,2013,137.0,Comedy,7.1,928
Ana Ana,2014,75.0,"Documentary,Drama",6.2,12
I'm Not Racist... Am I?,2014,93.0,"Documentary,Drama,Family",3.7,49
A United Kingdom,2016,111.0,"Biography,Drama,Romance",6.8,12231
Sound and Chaos: The Story of BC Studio,2014,71.0,"Biography,Documentary,Music",7.9,10
A People Without A Land,2014,78.0,"Documentary,History,News",8.7,9
Popcorn Sutton: A Hell of a Life,2014,85.0,"Biography,Documentary",8.5,13
Clarity,2015,92.0,Drama,6.0,61
The Forest,2016,93.0,"Horror,Mystery,Thriller",4.8,36423
Ojuju,2014,95.0,"Horror,Thriller",5.6,25
The Taking,2014,90.0,"Horror,Mystery,Thriller",6.0,21986
Hans Crippleton Talk to the Hans,2014,100.0,"Comedy,Horror",7.0,35
Ready or Knot,2014,96.0,"Comedy,Drama,Romance",4.7,6
Die Einsamkeit des Killers vor dem Schuss,2014,80.0,"Comedy,Crime,Drama",5.3,149
Cronies,2015,86.0,"Comedy,Drama",6.4,89
Estrada,2010,90.0,Documentary,7.4,5
Painting Anna,2019,76.0,"Documentary,Drama",8.4,8
Crying Wolf,2013,55.0,Mystery,6.1,7
Folsom Forever,2014,72.0,"Documentary,History,Music",6.5,26
You Better Watch Out!,2013,95.0,Horror,6.1,10
Selling Isobel,2017,94.0,"Drama,Thriller",6.4,226
The Barn,2016,88.0,Horror,5.4,873
Haider,2014,160.0,"Action,Crime,Drama",8.1,45863
Being Poirot,2013,48.0,Documentary,8.6,253
Helm Aziz,2012,90.0,Drama,5.3,298
The3Tails Movie: A Mermaid Adventure,2015,61.0,Family,3.4,140
Chit Chat with Oysters,2013,60.0,"Documentary,Musical",8.0,5
The Monkey's Paw,2014,45.0,"Comedy,Fantasy,Thriller",5.7,10
Icaros,2014,70.0,"Documentary,Drama",7.7,24
Everyday Rebellion,2013,118.0,Documentary,7.4,287
Na pian hu shui,2014,115.0,Drama,6.9,18
Something You Can Call Home,2013,75.0,"Biography,Documentary,Family",8.7,6
Web,2013,83.0,Documentary,7.0,12
Short Peace,2013,68.0,"Animation,Fantasy,Sci-Fi",7.0,1136
Sound of Torture,2013,58.0,"Crime,Documentary,War",7.6,54
Texas Heart,2016,103.0,Drama,6.1,178
It Takes Two to Fence,2013,84.0,"Drama,Romance",6.2,57
"Standardized Lies, Money & Civil Rights: How Testing Is Ruining Public Education",2014,74.0,"Documentary,News",7.9,7
The Face in the Wall,2017,83.0,Sci-Fi,6.0,30
Android Cop,2014,89.0,"Action,Sci-Fi",3.1,1515
The Mentor,2014,89.0,"Crime,Drama,Mystery",5.1,212
Berge im Kopf,2014,93.0,Documentary,7.3,9
Resistance,2015,72.0,"Documentary,History",7.1,305
Les marches de la liberté,2013,52.0,Documentary,3.8,6
Into the Empty Quarter,2013,52.0,"Adventure,Biography,Documentary",8.0,12
Night of the Living Dead,2014,79.0,Horror,5.3,277
Dogs on the Inside,2014,67.0,"Documentary,News",7.9,114
Cotton Road,2014,72.0,"Documentary,News",8.4,11
House of Lungula,2013,77.0,Comedy,7.2,12
We Came to Sweat,2014,70.0,"Biography,Documentary,History",8.4,8
Life Is Elsewhere,2013,102.0,"Adventure,Biography,Documentary",5.2,8
All the Others Were Practice,2015,82.0,"Comedy,Romance",6.1,102
The Martial Arts Kid,2015,103.0,"Action,Family",7.5,223
Nirvana - O Filme,2014,107.0,"Action,Biography,Comedy",6.2,31
Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",6.1,121892
Ulidavaru Kandanthe,2014,154.0,"Comedy,Crime,Drama",8.3,5773
6-5=2,2013,105.0,"Horror,Thriller",6.1,721
"Robert Hainard: L'art, la nature, la pensée",2013,91.0,Documentary,8.0,5
Decor,2014,105.0,Drama,7.2,448
Matsuri no uma,2013,74.0,Documentary,6.6,31
The Liberator,2017,89.0,Action,3.3,50
The Legend of Longwood,2014,99.0,"Adventure,Drama,Family",5.4,279
Emil & Ida i Lönneberga,2013,63.0,"Animation,Family",5.6,72
Miss India America,2015,95.0,"Comedy,Drama,Family",5.4,495
"Bulgaria, This Eternal Heresy",2013,164.0,"Adventure,Documentary,Drama",7.2,17
Open Sesame: The Story of Seeds,2014,82.0,"Documentary,News",7.0,19
Spring,2014,109.0,"Horror,Romance,Sci-Fi",6.7,20904
Lulu,2014,84.0,Drama,6.5,62
Mehmouniye Kami,2013,82.0,Drama,4.1,172
Taxi and Telephone,2013,103.0,Drama,6.6,10
"Pro zhenu, mechtu i eshche odnu...",2013,72.0,"Comedy,Drama,Romance",8.0,33
Sun Choke,2015,83.0,"Drama,Horror,Mystery",5.6,806
Sobre la marxa,2013,77.0,"Adventure,Biography,Documentary",7.7,77
Generosity of Eye,2015,63.0,Documentary,7.3,12
O21,2014,124.0,"Action,Thriller",8.0,2988
Rosemont,2015,95.0,Drama,6.4,221
"Yatra - Uma Viagem Externa, Interna e Secreta",2014,77.0,Documentary,8.8,5
Evaporating Borders,2014,73.0,"Documentary,Drama",7.6,103
Saa'a wi Nos,2012,87.0,Drama,7.2,549
The Follower,2013,88.0,"Drama,Horror,Thriller",5.1,12
Christmas in the Heartland,2017,112.0,Family,6.4,365
The Last Rescue,2015,107.0,"Action,Drama,War",4.8,1250
12 Round Gun,2017,92.0,"Drama,Sport",4.8,166
Red Sky,2013,56.0,Thriller,4.9,17
Parkoló,2014,92.0,Drama,6.8,575
The Illusionists,2015,91.0,Documentary,7.7,18
Zhong kou wei,2013,92.0,Comedy,4.5,80
"Saikin, imôto no yôsu ga chotto okashii n da ga.",2014,107.0,"Comedy,Fantasy,Romance",5.2,258
Senin Hikayen,2013,100.0,Drama,5.8,715
Tod den Hippies!! Es lebe der Punk!,2015,104.0,"Comedy,Crime,Drama",5.7,590
Zwei Herren im Anzug,2018,139.0,Drama,6.3,75
Table 47,2015,99.0,"Crime,Drama,Mystery",3.4,23
Stefan Zweig: Farewell to Europe,2016,106.0,"Biography,Drama,History",6.8,1762
Time Is Art: Synchronicity and the Collective Dream,2015,88.0,Documentary,8.4,20
Snayper Sakha,2010,79.0,"Drama,War",7.0,13
Lost After Dark,2015,89.0,Horror,4.9,1695
"10,000 Saints",2015,113.0,"Comedy,Drama,Music",5.9,4938
Manos: The Hands of Felt,2014,72.0,Comedy,8.0,62
Sicario,2015,121.0,"Action,Crime,Drama",7.6,328548
Harbinger Down,2015,82.0,"Horror,Sci-Fi",4.5,4990
Zombie Ninjas vs Black Ops,2015,94.0,"Action,Adventure,Sci-Fi",6.6,1071
Prom Ride,2015,86.0,"Horror,Thriller",3.4,274
Steve Jobs: Visionary Entrepreneur,2013,60.0,Documentary,5.8,5
Tevar,2015,157.0,"Action,Drama,Romance",4.2,2714
Daawat-e-Ishq,2014,118.0,"Comedy,Drama,Romance",6.2,5036
Christian Mingle,2014,103.0,"Comedy,Romance",4.3,1284
Ciaran the Demon Hunter,2016,82.0,"Fantasy,Horror",6.9,90
Samurai Cop 2: Deadly Vengeance,2015,94.0,"Action,Crime,Thriller",5.1,3326
Omoide no Mânî,2014,103.0,"Animation,Drama,Family",7.7,24586
Now En Español,2015,70.0,"Biography,Comedy,Documentary",7.5,6
German Angst,2015,112.0,"Drama,Fantasy,Horror",5.3,1379
The Closer We Get,2015,87.0,"Documentary,Family",7.4,36
Hotel Inferno,2013,80.0,"Action,Horror",4.8,1168
El club de los buenos infieles,2017,90.0,Comedy,5.6,311
N'importe qui,2014,81.0,Comedy,5.0,535
Omoi nokoshi,2014,118.0,"Comedy,Fantasy",7.3,71
Samba,2014,118.0,"Comedy,Drama,Romance",6.7,13388
Ablations,2014,94.0,Thriller,4.5,113
Bébé tigre,2014,87.0,Drama,6.6,94
Shikei dotto netto,2011,77.0,"Horror,Mystery,Thriller",5.7,7
Bon rétablissement !,2014,81.0,Comedy,5.8,598
Time Rush,2016,85.0,Action,3.2,348
No No: A Dockumentary,2014,100.0,"Biography,Documentary,Sport",7.2,1353
JIb bor khiyaban jonobi,2013,102.0,"Crime,Drama",5.4,98
Asemane Zarde Kam Omgh (Ehtemale Makoos),2013,90.0,"Drama,Mystery,Thriller",6.0,537
Hatuli Ragel,2013,100.0,"Comedy,Romance",5.6,188
Oka Laila Kosam,2014,150.0,"Comedy,Romance",6.1,660
The Sand,2015,84.0,"Comedy,Horror,Sci-Fi",3.8,2967
Past Tense,2015,91.0,Drama,6.5,331
Terminus,2015,94.0,"Drama,Sci-Fi",5.4,5645
The Dead Lands,2014,107.0,"Action,Adventure",6.3,4185
The Shelter,2015,76.0,"Drama,Horror,Thriller",3.7,297
Piranha Sharks,2016,79.0,"Action,Comedy,Drama",3.3,336
Zordon of Eltar,2015,50.0,"Action,Fantasy,Sci-Fi",6.6,83
"Loulou, l'incroyable secret",2013,80.0,"Animation,Family",6.4,107
Toilet Stories,2014,91.0,Comedy,5.8,142
Foodies,2014,95.0,Documentary,6.1,445
Der schwarze Nazi,2016,90.0,"Comedy,Drama",5.1,144
Sembra mio figlio,2018,103.0,Drama,6.2,18
La prima volta (di mia figlia),2015,80.0,Comedy,5.1,145
Atlántida,2014,88.0,Drama,6.6,60
Viktoria,2014,155.0,"Drama,Family",6.5,376
Mazâ,2014,83.0,Horror,3.6,14
The Chair,2016,84.0,"Crime,Horror,Thriller",6.3,77
Der Vampir auf der Couch,2014,87.0,"Comedy,Horror",6.3,738
This Little Piggy,2017,91.0,Drama,7.8,12
Revengeance,2016,75.0,"Action,Animation,Comedy",6.6,102
Taking My Parents to Burning Man,2014,82.0,"Adventure,Comedy,Documentary",6.6,140
Rivers 9,2015,95.0,"Action,Comedy,Crime",3.9,320
Xian yi ren X de xian shen,2017,112.0,"Crime,Thriller",6.3,624
La voix des steppes,2014,93.0,"Drama,Music,Mystery",7.1,11
Impurity,2015,90.0,Horror,3.6,15
Oddball,2015,95.0,"Adventure,Family",6.4,2124
Fist Fight,2017,91.0,Comedy,5.6,35136
Okkadine,2013,133.0,"Action,Romance",5.6,56
Einstein and Einstein,2013,119.0,Drama,7.6,516
Tajja: Sineui son,2014,147.0,"Crime,Drama",6.9,1678
Judgment in Hungary,2013,108.0,"Crime,Documentary,Drama",7.6,109
We Are Monster,2014,89.0,Drama,4.9,533
Murder on the Orient Express,2017,114.0,"Crime,Drama,Mystery",6.5,178603
Avunu,2012,115.0,"Horror,Thriller",6.7,141
The Demolisher,2015,85.0,"Action,Horror,Thriller",3.3,582
Oblivion Season,2014,91.0,Drama,8.0,90
As Dreamers Do,2014,90.0,"Biography,Drama,Family",3.7,420
Sar Be Moohr,2013,89.0,Drama,5.2,219
Fade Away,2016,110.0,"Action,Drama",5.2,37
Patria,2014,88.0,"Drama,History",5.8,25
Look 4 Them,2014,100.0,Drama,3.9,7
Ten Billion,2015,83.0,Documentary,7.4,135
Ciencias naturales,2014,70.0,Drama,6.6,276
The End of Cruising,2013,77.0,"Biography,Documentary,History",3.8,73
Age of Consent,2014,88.0,"Biography,Documentary,History",6.7,20
Suka-Suka Super 7: Habis Gelap Menuju Terang,2014,90.0,"Drama,Family,Musical",8.6,15
Byeon-ho-in,2013,127.0,Drama,7.7,4104
Yong-eui-ja,2013,137.0,"Action,Thriller",6.9,4605
Kad ljubav zakasni,2014,105.0,"Drama,Romance",7.0,180
Nachthelle,2014,86.0,"Drama,Mystery",5.2,1050
Path of Blood,2013,60.0,"Action,Adventure,Animation",6.9,23
Take It Back and Start All Over,2014,69.0,Drama,6.3,18
L'echange,2014,78.0,Action,5.0,6
Raees,2017,143.0,"Action,Crime,Drama",6.9,36794
March of the Gods: Botswana Metalheads,2014,88.0,"Documentary,Music",6.9,18
Fièvres,2013,90.0,"Drama,Family",6.5,82
Mythica: A Quest for Heroes,2014,92.0,"Action,Adventure,Fantasy",5.9,4500
The Slingers,2013,80.0,"Comedy,Drama,Family",7.6,11
Hvit Nigger,2011,58.0,Documentary,7.2,10
Chemical Cut,2016,83.0,Drama,5.4,111
Sara Bareilles Brave Enough: Live at the Variety Playhouse,2013,85.0,Music,8.4,10
El Landlord,2016,90.0,Thriller,5.8,11
Bahthan an Saris,2013,72.0,Documentary,8.0,10
Italo Barocco,2014,104.0,"Biography,Comedy,Family",6.1,182
Setenta,2013,96.0,"Biography,Documentary,History",7.0,22
On a le temps,2014,77.0,Drama,7.2,13
Discount,2014,102.0,Comedy,6.2,415
Je me tue à le dire,2016,90.0,Comedy,6.6,185
L'Oranais,2014,128.0,"Drama,History",6.7,157
Call for Help,2015,87.0,"Documentary,Drama",9.0,7
Lucky,2012,132.0,Comedy,5.6,5
Glassland,2014,93.0,Drama,6.0,1074
Chandralekha,2014,138.0,"Comedy,Drama,Romance",6.6,39
Seven Devils,2015,97.0,"Drama,Mystery,Thriller",4.8,136
Stelvio. Crocevia della Pace,2014,70.0,"Documentary,Family",6.0,6
Will You Marry Me,2012,135.0,Comedy,5.1,95
Puriyaadha Pudhir,2017,140.0,Thriller,6.6,641
Dismembering Christmas,2015,74.0,Horror,4.1,182
"Bucuresti, unde esti?",2014,80.0,Documentary,8.0,93
Odet el feran,2013,85.0,Drama,5.2,31
Rest Days,2014,85.0,"Crime,Drama,Thriller",3.7,23
Gaetan,2014,52.0,Drama,8.4,35
High There,2014,87.0,"Documentary,News",5.9,7
Lejanía,2013,69.0,"Crime,Documentary",8.0,6
Los Hámsters,2015,71.0,"Comedy,Family",5.6,38
Live and Let Live,2013,80.0,Documentary,7.6,686
Lägsta graden av lycka,2014,71.0,Drama,5.6,14
The Silence of the Flies,2013,93.0,"Documentary,Drama",8.5,12
Xiao xiao fei hu dui,2013,92.0,"Action,Comedy,War",2.8,5
A Chamada,2015,103.0,"Action,Thriller",8.3,61
Ghost Ghost Ghost!,2013,80.0,"Comedy,Horror",2.6,7
The Last Winter,2014,75.0,"Drama,Family",5.6,17
Timbuktu,2014,97.0,Drama,7.2,14719
Breathe,2014,70.0,"Crime,Drama",7.8,22
De surprise,2015,102.0,"Comedy,Romance",6.7,3439
O'Hellige Jul!,2013,96.0,Horror,4.8,127
Zama,2017,115.0,Drama,6.8,3982
Medicine of the Wolf,2015,74.0,"Adventure,Documentary,Drama",7.7,169
Rocky Handsome,2016,119.0,"Action,Thriller",6.8,6375
Narbachi Wadi,2013,120.0,Comedy,7.4,146
PAY 2 PLAY: Democracy's High Stakes,2014,87.0,"Comedy,Documentary,News",8.4,57
Allegiant,2016,120.0,"Action,Adventure,Mystery",5.7,95271
Illusions,2015,94.0,"Horror,Thriller",4.8,57
Violent Justice,2016,81.0,"Crime,Horror,Thriller",4.3,10
You're Invited: The Making of Night of the Demons,2014,72.0,Documentary,6.3,25
1:13:7 Ek Tera Saath,2016,120.0,Horror,5.7,51
Xiao Hua Gui Yi Shi Jian,2013,96.0,Horror,3.5,21
La Tierra Roja,2015,105.0,Drama,6.6,80
Tommy,2014,92.0,"Crime,Drama,Mystery",5.0,1011
Ooops! Noah Is Gone...,2015,87.0,"Adventure,Animation,Comedy",5.8,3708
Ferdinand,2017,108.0,"Adventure,Animation,Comedy",6.7,40229
Adios Vaya Con Dios,2014,97.0,"Crime,Drama,Thriller",8.5,354
Amor em Sampa,2016,102.0,Musical,5.9,70
Aesthetic,2013,85.0,"Drama,Fantasy,Romance",6.1,7
Nissash Amar Tumi,2010,155.0,Romance,5.3,10
Accidental Activist,2013,58.0,Drama,3.3,57
Mr. Gaga,2015,100.0,"Biography,Documentary",7.6,715
Painless,2017,81.0,"Drama,Thriller",6.3,682
Dead Draw,2016,93.0,"Crime,Thriller",4.9,446
Escuchar a Dios,2013,85.0,"Biography,Documentary,Music",8.0,7
The Smiley Face Killers,2014,83.0,"Crime,Thriller",5.0,175
True Son,2014,72.0,"Biography,Documentary,Family",8.5,8
Tamako rabu sutôrî,2014,83.0,"Animation,Comedy,Drama",7.0,1013
Özür Dilerim,2013,85.0,Drama,6.0,87
Fushigi na misaki no monogatari,2014,117.0,Drama,6.2,140
Unlucky Plaza,2014,122.0,"Comedy,Crime,Drama",6.3,110
Luna en Leo,2013,71.0,Romance,6.3,59
Don't Touch That Dial,2015,85.0,"Comedy,Drama,Horror",7.9,9
Cheon beoneul bulreodo,2014,97.0,"Drama,Family",5.6,33
"Teobaldo Morto, Romeu Exilado",2015,118.0,Drama,6.3,12
Esterdad,2013,93.0,"Action,Drama,History",5.5,189
Teenage Superstars,2017,107.0,"Documentary,Music",7.5,20
Discovering Mavericks,2013,76.0,Documentary,8.2,13
Gau fo ying hung,2014,115.0,"Action,Drama",6.3,1034
Ktown Cowboys,2015,81.0,"Comedy,Drama",6.8,75
Muse - Live at Rome Olympic Stadium,2013,95.0,"Documentary,Music",8.9,347
On the Horizon,2015,88.0,"Drama,Romance",7.7,56
All the Beautiful Things,2014,97.0,Drama,6.7,9
Tarot: A Documentary Love Story,2014,90.0,"Comedy,Drama,Romance",8.6,19
Idled,2018,74.0,"Comedy,Drama",4.9,21
Rabbit,2017,103.0,Thriller,5.3,241
Dalafeen,2014,90.0,Adventure,6.6,26
JackRabbit 29,2017,90.0,Drama,9.0,8
Gong fan,2014,89.0,"Crime,Drama,Thriller",6.2,224
Swan Lake 3D - Live from the Mariinsky Theatre,2013,132.0,"Drama,Family,Fantasy",7.8,11
The Transparent,2015,111.0,Drama,7.2,13
The Thin Man,2015,79.0,"Drama,Horror,Mystery",3.3,49
Mahabharat,2013,105.0,"Action,Adventure,Animation",5.5,320
Na dne,2014,131.0,Drama,5.4,16
Gaza Surf Club,2016,87.0,Documentary,7.3,161
She Shen Ji,2013,93.0,"Action,Drama,Sport",5.0,25
The Time of Their Lives,2017,104.0,Comedy,5.9,698
Let the Die Be Cast: Initium,2014,92.0,"Drama,Mystery,Romance",4.7,11
The Africa Express,2013,56.0,Documentary,9.0,5
LifeTime,2014,45.0,"Action,Drama",3.1,109
Gondolj rám,2016,103.0,"Comedy,Drama",5.1,241
Recovery,2013,90.0,Drama,9.2,6
A Monster Calls,2016,108.0,"Animation,Drama,Fantasy",7.5,70416
Hot Summer Nights,2017,107.0,"Comedy,Crime,Drama",6.4,7723
Shovel Buddies,2016,85.0,Drama,5.1,304
What We Do in the Shadows,2014,86.0,"Comedy,Horror",7.7,126299
The End of the Tour,2015,106.0,"Biography,Drama",7.3,25923
Ice Age: Collision Course,2016,94.0,"Adventure,Animation,Comedy",5.7,48932
El Secreto De Lucia,2014,96.0,Romance,6.9,22
America is Still the Place,2015,90.0,History,6.8,38
Masterless,2015,85.0,"Drama,Fantasy",3.8,113
Prelude to Infusco,2014,148.0,"Action,Drama,Sci-Fi",5.1,15
Leaves of the Tree,2016,96.0,"Drama,Family,Mystery",6.4,105
Drishyam,2013,160.0,"Crime,Drama,Thriller",8.8,24326
Big Gold Dream,2015,94.0,"Documentary,Music",7.5,46
Lasa y Zabala,2014,107.0,Thriller,6.3,302
"Wie ich lernte, die Zahlen zu lieben",2014,88.0,Documentary,8.3,35
Musarañas,2014,91.0,"Drama,Horror,Thriller",6.7,5356
Love Addict,2016,89.0,"Comedy,Romance",6.2,27
Pocket Listing,2015,92.0,"Comedy,Crime,Thriller",5.6,2111
The Nose,2013,52.0,Documentary,8.6,5
Margaret Mitchell: American Rebel,2012,53.0,"Biography,Documentary",7.6,14
Dead Road,2013,70.0,Drama,7.8,6
A Place in Hell,2018,85.0,"Horror,Thriller",3.1,190
Celestial Bodies,2013,63.0,"Comedy,Sci-Fi,Sport",7.1,7
Pipani,2012,88.0,Drama,7.3,16
One Less God,2017,128.0,"Drama,Thriller",5.7,494
The Sinking of Van Der Wijck,2013,164.0,"Drama,Romance",7.7,918
Brackenmore,2016,72.0,"Horror,Mystery,Thriller",4.0,187
PPPasolini,2015,156.0,Drama,7.4,5
Toro Loco: Sangriento,2015,95.0,"Action,Comedy",5.4,33
El viaje de Keta,2019,104.0,Comedy,7.8,8
Sam and Me,2016,88.0,"Comedy,Crime,Drama",6.1,11
Porocilo: Zbe,2011,52.0,Documentary,7.6,8
Virtuous,2015,152.0,Drama,6.7,64
The Eye of Silence,2016,95.0,"Drama,Fantasy,Horror",6.1,42
Sin-ui hansu,2014,118.0,"Action,Crime",6.7,1701
Catatonia,2014,78.0,"Crime,Drama,Thriller",3.2,47
Boy Golden,2013,131.0,Drama,5.8,22
3 Doors of Horrors,2013,45.0,Horror,5.1,47
Indovina chi viene a Natale?,2013,94.0,Comedy,5.4,522
Lan gun fu dou lan gun qi,2013,99.0,Comedy,5.2,178
Gooische vrouwen II,2014,106.0,"Comedy,Drama,Romance",5.9,1393
Bing du,2014,95.0,Drama,6.6,209
Stand,2016,80.0,"Drama,Thriller",6.7,32
Short! Short! Short!,2013,104.0,Drama,6.6,7
Twice Upon a Time,2016,74.0,"Documentary,Family,War",9.0,5
Joy Kevin,2014,62.0,"Comedy,Drama",7.4,30
The Great Chicago Filmmaker,2014,90.0,Comedy,6.5,35
Stand,2014,87.0,"Drama,Mystery,Romance",6.1,147
Bu Iste Bir Yalnizlik Var,2013,122.0,Romance,5.8,1327
Thirumannam Ennum Nikkah,2014,133.0,Romance,5.1,237
Love Yoou Soniye,2013,140.0,"Comedy,Drama,Musical",6.9,15
Kedi Özledi,2013,106.0,"Comedy,Drama,Romance",5.0,567
Land of Smiles,2017,90.0,"Adventure,Horror,Thriller",4.6,1056
Bad Fucking,2013,108.0,Comedy,5.3,355
Co-Ed Campfire Carnage,2014,80.0,"Comedy,Horror",2.1,9
Horse Camp,2017,108.0,Family,6.7,82
Pi Zi Ying Xiong 2,2014,126.0,Action,6.0,512
Bathrooms,2013,81.0,"Comedy,Drama",4.7,12
30-Love,2017,103.0,"Comedy,Drama,Romance",8.4,71
Ashya dar ayeneh,2013,94.0,"Drama,Family",6.2,32
Jugular,2014,86.0,Thriller,5.8,13
Bai mi zha dan ke,2014,118.0,"Biography,Drama",6.4,63
Febrayer Al Eswed,2013,120.0,Comedy,7.0,314
Supercondriaque,2014,107.0,Comedy,6.0,6933
Soromon no gishou,2015,121.0,Thriller,6.6,420
Hana to hebi: Zero,2014,113.0,Thriller,5.1,310
Abu Haraz,2013,72.0,Documentary,6.4,10
The Lockerbie Bombing,2013,51.0,Documentary,7.1,9
Kicking Out Shoshana,2014,100.0,"Comedy,Sport",4.8,310
La Cara del Diablo,2014,87.0,Horror,3.2,93
Qin ai,2012,99.0,Drama,6.7,15
Avril et le monde truqué,2015,105.0,"Adventure,Animation,Comedy",7.3,5449
La delgada línea amarilla,2015,95.0,Drama,7.4,1062
Eat It Raw,2015,61.0,Horror,5.8,6
Marsha Hunt's Sweet Adversity,2015,101.0,"Biography,Documentary,History",7.5,11
Deadly Gamble,2015,78.0,"Horror,Thriller",6.0,42
Promakhos,2014,91.0,Drama,5.4,180
O Homem das Multidões,2013,95.0,Drama,6.6,174
Bhajarangi,2013,172.0,Adventure,6.2,189
Bangistan,2015,135.0,"Comedy,Drama",4.6,981
La Isla,2016,85.0,Comedy,6.7,43
Mahoro ekimae kyôsôkyoku,2014,124.0,Comedy,6.7,151
Miracle: Debikurokun no koi to mahou,2014,114.0,"Drama,Romance",6.3,70
Tehran 1500,2012,75.0,"Adventure,Animation,Comedy",4.6,294
The Stranger,2014,84.0,"Adventure,Biography,Documentary",6.1,7
What Happens Next? The Dan Mangan Documentary,2012,60.0,Documentary,6.5,6
Hero: The Superstar,2014,160.0,"Action,Comedy,Romance",5.3,107
Ing-too-gi,2013,98.0,"Action,Drama",6.5,31
Havenhurst,2016,85.0,"Horror,Mystery,Thriller",4.9,3194
New Town Utopia,2018,80.0,Documentary,7.2,55
Familienfieber,2014,74.0,Comedy,5.6,188
Jerk,2013,61.0,Documentary,4.6,10
El elefante desaparecido,2014,109.0,"Mystery,Thriller",6.5,319
Allacciate le cinture,2014,110.0,"Comedy,Drama",6.6,2386
Silence,2013,120.0,"Drama,Thriller",4.6,170
Hemligstämplad diplomati,2013,70.0,Documentary,7.7,7
Voices of El Alto,2014,50.0,Documentary,6.6,14
She Got Game,2015,53.0,Documentary,8.2,10
Jesus Cries,2015,71.0,"Biography,Drama",7.0,25
Huset,2016,90.0,Thriller,4.5,476
I Thought You Were a Nice Man,2018,110.0,"Action,Horror,Thriller",3.0,40
Return to Eden Prairie: 25 Years of Mystery Science Theater 3000,2013,78.0,Documentary,6.3,23
Mei zhuang,2012,100.0,Horror,4.0,7
Song 'e Napule,2013,114.0,"Action,Comedy,Crime",6.9,612
Lessons in Dissent,2014,98.0,"Documentary,History",1.8,241
The Red Hood Setup,2014,90.0,"Action,Crime,Mystery",6.4,17
Babloo Happy Hai,2014,113.0,"Comedy,Drama,Romance",6.7,75
Pannaiyarum Padminiyum,2014,151.0,"Comedy,Drama",7.8,1208
Father Rupert Mayer,2014,117.0,"Drama,History,Romance",6.6,38
Netru Indru,2014,139.0,"Action,Adventure,Comedy",3.4,20
Nalanum Nandhiniyum,2014,132.0,Romance,4.7,29
Madha Yaanai Koottam,2013,139.0,"Drama,Thriller",7.0,129
Porrkungens tårar,2013,76.0,Documentary,6.3,86
Lan Kwai Fong 3,2014,93.0,"Comedy,Romance",4.2,296
Blanco,2014,60.0,"Biography,Documentary",8.9,15
Yemeniettes,2014,60.0,"Documentary,Drama",7.9,12
Penny & Red: The Life of Secretariat's Owner,2013,60.0,"Biography,Documentary,History",6.5,8
Sunset Star,2013,87.0,"Adventure,Drama,Music",5.7,10
Rabbit Days,2016,70.0,Thriller,7.7,230
Babes Behind Bars,2013,73.0,Documentary,4.9,18
One Little Pill,2014,50.0,"Documentary,Drama,News",8.4,65
Tolonen,2014,75.0,"Biography,Documentary,Music",6.4,63
Bu Ken Qu Guan Yin aka Avalokiteshvara,2013,117.0,Drama,6.1,28
Meet in Pyongyang,2012,95.0,Drama,5.0,5
Tempting Fate,2014,115.0,"Drama,Romance,Thriller",8.2,28
#Sequence,2013,63.0,"Comedy,Drama,Family",6.9,14
Hug an Atheist,2013,90.0,"Documentary,Family,News",9.0,5
Heung Gong zai,2014,97.0,Family,6.2,566
Çilgin dersane 3,2014,104.0,Comedy,2.2,814
Zona Zamfirova-drugi deo,2017,90.0,"Drama,Romance",4.7,309
Todos tus secretos,2014,82.0,"Comedy,Thriller",6.3,110
