original_title,start_year,runtime_mins,genre,average_rating,num_votes
It Plays Like Love,2015,71.0,"Comedy,Drama,Romance",6.5,13
Frangipani,2014,90.0,"Drama,Romance",7.3,50
Pop Star Puppy,2014,82.0,Family,5.4,33
Branded,2017,73.0,"Drama,Mystery,Western",3.4,37
Hello Gangster,2016,82.0,"Action,Comedy,Crime",8.1,32
The Phoenix Project,2015,92.0,"Drama,Sci-Fi",4.3,778
Schneider vs. Bax,2015,96.0,"Comedy,Thriller",6.6,2618
Happy,2015,100.0,"Comedy,Drama,Romance",5.0,174
Away,2016,105.0,Drama,7.2,1377
The Real McCoy,2012,56.0,Documentary,8.2,5
Gregor,2014,73.0,"Comedy,Drama,Romance",6.8,6
Black Woods,2017,97.0,"Crime,Drama,Horror",8.4,75
Unrated II: Scary as Hell,2011,72.0,Horror,3.1,28
The Messenger,2015,101.0,"Drama,Mystery,Thriller",5.1,906
Knutsen & Ludvigsen og den fæle Rasputin,2015,75.0,Animation,5.8,209
Pithavum Kanyakayum,2013,90.0,Drama,3.2,6
Shi'er gongmin,2014,108.0,"Crime,Drama",7.1,591
Mastram,2013,98.0,"Biography,Drama",4.8,409
Rakhtbeej,2012,120.0,Thriller,3.1,9
La madriguera,2016,102.0,"Drama,Thriller",5.5,124
Gaz de France,2015,83.0,"Comedy,Sci-Fi",5.6,148
Une jeunesse allemande,2015,93.0,"Documentary,History",7.0,328
Boys Like Us,2014,90.0,"Comedy,Drama",5.5,85
Le grand homme,2014,107.0,Drama,6.9,126
Daughters of Dolma,2013,67.0,"Documentary,News",7.5,24
Basanti,2014,122.0,Action,6.5,57
Whoop Dreams,2014,41.0,"Adventure,Documentary,Music",7.1,14
Interior,2014,82.0,"Horror,Thriller",5.4,241
Schwarzkopf BRD: Martin Luther King in Berlin!,2014,90.0,"Documentary,Drama,History",7.8,5
Lightning Strikes Twice,2014,130.0,"Drama,Family,Musical",5.7,7
Revolution 666,2015,76.0,Horror,4.3,27
Goddess of Love,2015,93.0,"Drama,Horror,Mystery",5.4,1067
The Anniversary,2014,85.0,"Comedy,Drama",6.6,27
Gyeol-hon-jeon-ya,2013,118.0,"Comedy,Romance",6.0,150
Death Sentence in Indonesia,2013,56.0,"Crime,Documentary",3.3,14
Mrs. Brown's Boys D'Movie,2014,94.0,Comedy,4.3,4785
Archie,2015,100.0,"Drama,Family,Thriller",7.6,23
Magicians: Life in the Impossible,2016,87.0,Documentary,6.1,491
The King of the Streets,2012,88.0,Action,4.9,391
Wishes,2014,80.0,Family,2.8,33
Elle l'adore,2014,104.0,"Comedy,Drama,Thriller",6.4,1448
Tomasz Ossolinski: Before the Show,2014,60.0,"Biography,Documentary",9.0,24
108 Rois-Démons,2014,104.0,Animation,5.7,123
L'affaire SK1,2014,120.0,"Crime,Drama",6.6,1751
Le jeu de la vérité,2014,85.0,Comedy,4.8,91
All the Birds Have Flown South,2016,98.0,Thriller,8.3,255
Lone Rivers,2013,112.0,Drama,9.0,8
Michael Palin in Wyeth's World,2013,60.0,Documentary,7.3,27
Ruotsalainen hetki,2014,75.0,"Comedy,Crime,Drama",5.6,165
Pempti & 12,2014,103.0,Comedy,6.0,650
Micropolis,2011,79.0,"Animation,Comedy",4.7,6
La última estación,2012,90.0,Documentary,7.6,10
Return of the River,2014,69.0,"Documentary,Drama,History",7.5,14
Grinder,2016,86.0,"Drama,Thriller",4.6,97
Maldito Amor,2014,100.0,"Comedy,History,Horror",1.1,168
Mamá Ya Crecí,2014,95.0,"Comedy,Romance",1.9,155
Ti offro da bere,2015,98.0,Comedy,6.5,367
"Dirty, Yellow, Darkness",2017,95.0,Drama,7.9,68
Reborn,2015,105.0,"Action,Drama,Romance",6.7,18
Daughters of Mother India,2015,45.0,Documentary,8.0,153
Not for the Saving,2014,80.0,Drama,8.6,12
Five-O,2016,110.0,"Action,Comedy",4.8,30
No Letting Go,2015,104.0,Drama,6.8,516
Apur Panchali,2013,97.0,"Drama,Family,History",8.2,937
Smetto quando voglio,2014,100.0,"Comedy,Crime",7.0,6529
Débutants,2014,80.0,Drama,7.7,19
Sora no otoshimono Final: Etânaru mai masutâ,2014,50.0,"Animation,Comedy,Fantasy",6.7,197
Beginning with the End,2014,64.0,"Documentary,Drama,Family",7.9,13
La vita oscena,2014,85.0,Drama,4.3,67
Trubach,2014,80.0,"Family,Musical",7.6,38
ThuleTuvalu,2014,96.0,"Documentary,News",7.4,90
Apocalypse L.A.,2014,82.0,"Action,Horror,Sci-Fi",3.5,1369
Looking for the Perfect Beat,2013,51.0,"Documentary,Music",7.4,16
Catalyst,2014,82.0,"Drama,Family",5.0,6
Believers,2013,63.0,Documentary,7.5,14
The Kid,2015,49.0,"Comedy,Drama,Family",6.4,16
Born to Win,2014,104.0,Drama,5.5,176
Golden Kingdom,2015,104.0,Drama,6.3,103
La Bohème,2010,121.0,"Drama,Musical,Romance",7.8,11
I Was a Teenage Superhero Sidekick,2013,78.0,"Comedy,Drama,Fantasy",8.3,33
Exhume,2017,78.0,Horror,6.9,19
Shadows from My Past,2013,86.0,"Documentary,Family,History",8.3,7
Missiya: Prorok,2012,85.0,"Action,Thriller",2.5,8
The Genital Warriors,2014,87.0,Comedy,8.0,23
Learning to See: The World of Insects,2016,68.0,Documentary,8.5,34
Cake,2014,102.0,Drama,6.4,33065
Henkesi edestä,2015,92.0,"Drama,Thriller",6.3,275
Acapulco La vida va,2017,89.0,"Comedy,Drama",5.5,106
Historias del canal,2014,106.0,Drama,7.2,106
Chrissy,2012,90.0,Drama,8.8,8
Howa Fi Keda,2014,88.0,Drama,1.5,11
Lila & Eve,2015,94.0,"Crime,Drama,Mystery",5.8,7194
From Borehamwood to Hollywood: The Rise and Fall and Rise of Elstree,2014,100.0,Documentary,8.8,8
Lock In,2014,79.0,Horror,3.4,93
Sheetalbhabi.com,2011,115.0,Comedy,4.1,30
Al Me'adeya,2013,98.0,"Action,Drama,Romance",5.8,28
VHS Forever? Psychotronic People,2014,91.0,Documentary,6.7,56
Stuur groete aan Mannetjies Roux,2013,88.0,Drama,6.3,25
To Say Goodbye,2014,100.0,Drama,7.1,28
Restrung,2014,56.0,"Biography,Documentary,Music",7.2,20
Savior of None,2014,107.0,"Crime,Drama,Thriller",8.0,10
Meus Dois Amores,2012,86.0,Comedy,5.4,32
Land of the Little People,2016,83.0,"Adventure,Drama,Thriller",7.0,303
Hola Venky!,2014,88.0,"Comedy,Drama,Romance",7.4,26
Du cheng feng yun,2014,93.0,"Action,Comedy,Drama",4.8,1480
Before Someone Gets Hurt,2018,86.0,Horror,3.4,240
Abducted in Plain Sight,2017,91.0,"Crime,Documentary",6.8,9546
Akhire Akhire,2014,151.0,"Action,Drama,Family",7.1,11
Broke,2016,105.0,Drama,6.2,190
A Whisper in the Dark,2015,90.0,Thriller,3.8,25
Promoted,2015,91.0,Comedy,6.7,12
Wakker in een boze droom,2013,114.0,"Documentary,Family",6.4,8
Assault to Freedom,2016,79.0,"Action,Adventure,Biography",8.7,7
The Battered Bastards of Baseball,2014,80.0,"Documentary,Sport",8.0,2533
A Pelada,2013,82.0,Comedy,5.6,40
Stomping Ground,2016,71.0,"Crime,Drama,Thriller",4.1,25
Jottain Hommia Viikonloppuna,2013,55.0,"Comedy,Drama",8.0,11
Star Trek: Enterprise - In a Time of War,2014,90.0,Documentary,7.2,106
Die Vampirschwestern 2,2014,89.0,"Adventure,Comedy,Drama",5.4,195
O Último Cine Drive-in,2015,100.0,"Comedy,Drama,Family",6.9,204
Boys in the Trees,2016,112.0,"Drama,Horror,Thriller",6.3,2963
5 Pointz: An Historical Journey,2014,60.0,Documentary,9.0,11
1/1,2018,85.0,Drama,7.0,1230
Babysitter,2015,80.0,Comedy,6.6,76
Red Light Green Light,2013,77.0,"Documentary,Drama",6.9,13
She and Politics,2014,90.0,Action,7.8,13
Violentia,2018,85.0,"Drama,Sci-Fi",6.7,704
Time Pass,2014,143.0,"Comedy,Fantasy,Romance",7.5,873
In un posto bellissimo,2015,100.0,Drama,6.9,77
Bodybuilder,2014,100.0,Drama,6.1,546
Gaby Baby Doll,2014,88.0,"Comedy,Drama,Romance",6.0,83
Jeder der fällt hat Flügel,2015,93.0,Drama,6.8,61
Joker Game,2015,106.0,"Action,Thriller",5.6,390
Gata Velha Ainda Mia,2014,89.0,"Drama,Mystery,Thriller",7.0,89
Koltuk,2013,85.0,"Comedy,Drama,Romance",5.4,23
"Women of '69, Unboxed",2014,59.0,"Biography,Documentary,Family",8.3,39
Ruby Skye P.I.: The Maltese Puppy,2014,55.0,"Family,Mystery",7.0,7
Detective Byomkesh Bakshy!,2015,139.0,"Action,Mystery,Thriller",7.6,14249
Nebel,2014,60.0,Documentary,7.7,11
Sexual Secrets,2014,87.0,"Drama,Mystery,Romance",7.5,10
Lonesome Dove Church,2014,89.0,"History,Western",5.5,198
Ballettguttene,2014,75.0,"Documentary,Sport",7.4,243
A Esperança é a Última que Morre,2015,90.0,Comedy,5.0,62
Deadly Sanctuary,2017,100.0,"Family,Mystery,Thriller",3.7,111
I Am Innocent,2013,49.0,"Biography,Documentary,Drama",7.1,7
Trapper Jake,2013,85.0,"Biography,Documentary",7.9,36
On the Side of the Road,2013,82.0,"Documentary,History,News",7.8,20
Dorchester's Revenge: The Return of Crinoline Head,2014,94.0,Horror,3.2,328
Rampage: Capital Punishment,2014,93.0,"Action,Crime,Thriller",6.2,5803
Found Footage 3D,2016,100.0,Horror,5.2,1294
Killer Legends,2014,86.0,"Crime,Documentary,History",6.3,2876
Mutchiri kasei-fu: Sui-tsuki go hôshi,2013,60.0,Comedy,6.0,71
Manjhi: The Mountain Man,2015,120.0,"Adventure,Biography,Drama",8.0,16191
The Dead the Damned and the Darkness,2014,90.0,"Action,Horror,Thriller",3.1,281
Darr @ the Mall,2014,124.0,"Horror,Thriller",5.0,856
Dirty Lies,2017,94.0,"Action,Crime,Drama",4.5,282
The Affair,2014,90.0,"Drama,Mystery,Romance",7.2,5
Abduct,2016,110.0,"Mystery,Sci-Fi,Thriller",5.0,367
H I Jew Positive,2013,70.0,Documentary,7.4,5
Wishing Out Loud,2015,90.0,"Comedy,Family,Fantasy",6.0,296
Captain Webb,2015,87.0,Drama,5.8,95
Asunaro sanjo!,2013,82.0,Comedy,1.5,58
Overdose: Vágta egy álomért,2013,73.0,Documentary,7.3,31
Mundeyan Ton Bachke Rahin,2014,139.0,"Comedy,Romance",6.0,40
Quiet Elegance: The Architecture of Hugh M. Kaptur,2014,54.0,"Biography,Documentary",8.9,12
Deulgae,2013,105.0,Drama,6.1,111
Más negro que la noche,2014,110.0,Horror,4.2,817
The Drownsman,2014,88.0,"Fantasy,Horror,Thriller",4.1,1579
Vigilia,2017,105.0,Drama,5.0,48
Rainbows Are Real,2013,51.0,"Documentary,Drama",7.8,11
Alec Mapa: Baby Daddy,2014,78.0,"Biography,Comedy,Documentary",4.5,116
A Culture of Silence,2014,84.0,"Biography,Documentary,Drama",7.6,11
Send My Mail to Nashville,2013,96.0,"Biography,Documentary,Music",9.8,5
Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",4.4,30828
Resurrección,2016,94.0,Documentary,7.9,16
The Sea of Trees,2015,110.0,"Drama,Fantasy,Mystery",6.0,11498
War for the Planet of the Apes,2017,140.0,"Action,Adventure,Drama",7.5,201943
Las horas contigo,2015,88.0,"Comedy,Drama",6.8,307
High Strung,2016,96.0,"Drama,Music,Romance",6.5,7443
Yvone Kane,2014,117.0,Drama,6.4,68
Nowhere to Call Home: A Tibetan in Beijing,2014,76.0,"Documentary,Drama,Family",7.4,17
Remission,2014,90.0,"Drama,Horror",4.9,25
Alles ist Liebe,2014,120.0,"Comedy,Drama,Romance",5.5,402
Pinned,2014,100.0,"Comedy,Sport",8.2,8
"Bystree, chem kroliki",2014,99.0,Comedy,6.2,918
Sürgün Inek,2014,122.0,Comedy,5.2,802
Nelson Mandela: The Myth and Me,2013,85.0,"Biography,Documentary,History",6.7,37
Gam gai SSS,2014,100.0,"Comedy,Drama",5.7,392
Cendres,2013,74.0,Documentary,6.7,7
Ritu,2014,129.0,"Drama,Romance",6.7,21
Francofonia,2015,88.0,"Drama,History",6.6,2300
Viking: The Berserkers,2014,93.0,"Action,Adventure",3.4,213
Index Zero,2014,90.0,Sci-Fi,6.2,98
Another Time,2018,89.0,"Adventure,Comedy,Romance",4.6,534
Power Erotic,2014,82.0,"Documentary,Drama",7.1,7
My Friend's Rubber Ducky,2016,74.0,Comedy,8.4,5
Isceljenje,2014,90.0,Drama,8.5,80
Nånting måste gå sönder,2014,85.0,"Drama,Romance",6.3,1318
Hunter,2018,90.0,Thriller,8.0,25
The Garden Left Behind,2019,88.0,Drama,7.3,109
10 Days in a Madhouse,2015,111.0,Drama,6.7,1114
The Bestest Christmas Ever,2013,76.0,Comedy,8.2,6
Tape_13,2014,81.0,"Horror,Mystery",3.2,209
Bologna due agosto: I giorni della collera,2014,99.0,Drama,6.7,39
Bus Driver,2016,75.0,Action,3.8,294
Freak Out!,2014,89.0,"Animation,Biography,Documentary",7.2,77
Room 236,2015,120.0,"Drama,Thriller",8.1,17
Jugni,2016,115.0,Drama,6.1,126
The Last Sparks of Sundown,2014,90.0,Comedy,8.4,9
Heer & Hero,2013,124.0,"Comedy,Romance",5.1,35
Hôtel,2012,80.0,"Animation,Comedy",7.0,22
Odmevi casa,2014,92.0,"Drama,Fantasy",3.8,11
Showing Sydney,2013,71.0,"Drama,Romance",5.4,7
Extraordinary Tales,2013,73.0,"Animation,Horror,Mystery",6.5,2665
Mercuriales,2014,108.0,Drama,6.1,206
Resurrecting Evil,2013,89.0,Horror,5.4,44
The Gospel of John,2014,160.0,Drama,7.8,563
Anderswo,2014,84.0,Drama,6.7,126
I Am My Sister's Keeper,2015,164.0,Drama,8.0,8
Potomanto,2013,129.0,"Action,Thriller",7.6,8
André,2017,98.0,"Biography,Documentary,History",8.7,7
Meitantei Conan: Ijigen no sunaipâ,2014,110.0,"Action,Adventure,Animation",6.8,784
Bade Changay Ne Mere Yaar Kaminey,2014,120.0,Comedy,5.2,32
Virunga,2014,100.0,"Documentary,War",8.2,8983
A Hora e a Vez de Augusto Matraga,2011,110.0,Drama,7.5,93
Scareycrows,2017,73.0,"Comedy,Horror",6.4,97
Shilo,2016,108.0,Drama,8.4,11
She Lives Her Life,2014,77.0,"Comedy,Drama,Romance",5.5,21
Stones from the Desert,2015,90.0,"Adventure,Drama,Romance",7.2,12
Let it Go,2014,82.0,Comedy,6.5,11
Love Is Now,2014,96.0,"Drama,Mystery,Romance",6.6,231
Set Fire to the Stars,2014,97.0,"Biography,Drama",5.7,1269
Night Will Fall,2014,75.0,"Documentary,History,War",8.0,2780
Deadly Daycare,2014,88.0,"Drama,Thriller",5.0,376
El destierro,2015,87.0,Drama,6.5,142
We Are the Giant,2014,92.0,Documentary,6.8,122
Streets of Harvest,2015,87.0,"Crime,Drama,Thriller",6.3,15
Pinwheel,2017,88.0,Horror,4.2,49
Flowers of Freedom,2014,95.0,"Biography,Documentary",7.8,5
E-Team,2014,88.0,Documentary,7.2,677
A Antropóloga,2011,90.0,"Horror,Mystery",5.6,18
The Frontier,2015,88.0,"Crime,Drama,Thriller",5.5,715
The Nose: Zoeken naar Blamage,2013,53.0,"Biography,Documentary",8.0,13
American Slasher,2014,70.0,"Crime,Drama,Horror",4.4,21
Préjudice,2015,105.0,Drama,6.5,437
Luk fuk hei si,2014,90.0,Comedy,4.8,129
FC Rwanda,2013,57.0,Documentary,6.6,13
Szenario,2014,89.0,"Biography,Documentary",4.9,7
Aka x Pinku,2014,118.0,Action,5.7,247
72 Hours,2015,90.0,Comedy,5.2,29
Elixir,2015,116.0,Drama,5.7,39
Censored Voices,2015,84.0,"Documentary,History",7.4,273
Shen qi,2013,105.0,"Drama,Romance,Sport",4.2,25
Timoteo's Fabulous Ragged Circus,2013,76.0,"Documentary,Drama,Family",8.1,7
Millions Can Walk,2014,88.0,"Documentary,Drama",6.2,14
Closer to God,2014,81.0,"Horror,Sci-Fi,Thriller",4.6,828
Morbidelli - storie di uomini e di moto veloci,2014,83.0,"Biography,Documentary,Sport",7.0,6
Damascus Cover,2017,93.0,"Mystery,Thriller",5.1,1518
The Serbian Lawyer,2014,92.0,"Biography,Documentary,History",7.3,36
Krov,2013,62.0,"Documentary,Drama,History",7.5,20
Fort Tilden,2014,98.0,Comedy,5.4,1228
Pennsylvania Hardcore,2014,85.0,"Documentary,Music",7.1,12
Divide in Concord,2014,82.0,"Biography,Documentary",6.9,18
Having Fun Up There,2014,66.0,"Drama,Music",8.3,12
Blood on the Mountain,2016,93.0,"Documentary,History,News",7.2,238
Freedom Summer,2014,113.0,Documentary,7.6,79
This May Be the Last Time,2014,95.0,"Documentary,Drama,History",7.0,34
Lambert & Stamp,2014,117.0,"Biography,Documentary,History",6.6,665
Patient Zero,2018,93.0,"Action,Drama,Horror",4.4,5753
Dude,2018,97.0,"Comedy,Drama",5.1,5116
Hüter meines Bruders,2014,88.0,Drama,6.8,44
The X Species,2018,90.0,"Mystery,Sci-Fi,Thriller",7.0,9
Sledgehammers at Dawn,2013,83.0,"Comedy,Horror",6.1,7
Gina's Journey: The Search for William Grimes,2017,80.0,"Biography,Documentary,Drama",9.2,5
Living Stars,2014,63.0,Documentary,7.5,27
The Measure of All Things,2014,65.0,Documentary,7.7,18
The Lucky Man,2018,98.0,"Action,Drama,Sci-Fi",5.7,1687
Happiness,2013,80.0,"Documentary,Drama,Family",7.1,270
Prästen i paradiset,2015,86.0,Comedy,4.4,400
Soul of a Banquet,2014,79.0,Documentary,6.4,51
Mu Buzima,2014,120.0,"Drama,Musical",7.9,9
Supari - The Quest Begins Now,2014,90.0,Crime,6.1,32
Brabançonne,2014,100.0,Musical,6.0,326
De ontsnapping,2015,96.0,Drama,5.7,550
A Fantastic Ghost Wedding,2014,98.0,"Comedy,Drama,Fantasy",6.3,31
The Notorious Mr. Bout,2014,90.0,Documentary,6.7,358
Cesar's Last Fast,2014,100.0,Documentary,6.9,38
Jalaibee,2015,117.0,"Action,Crime,Thriller",6.7,916
Okhota zhit,2014,81.0,Comedy,5.6,5
Matar a un hombre,2014,82.0,"Crime,Drama,Thriller",6.4,1364
El cerrajero,2014,77.0,Drama,5.6,141
The Hateful Eight,2015,168.0,"Crime,Drama,Mystery",7.8,434966
Hell Town,2015,89.0,"Comedy,Horror,Thriller",4.8,78
Raising Matty Christian,2014,84.0,"Biography,Documentary,Sport",8.8,33
The Last Gift,2014,57.0,Drama,9.0,7
Guardians of Time Lost,2013,109.0,Documentary,6.8,6
Inga Enna Solluthu,2014,122.0,Comedy,2.6,96
"Sympathy, Said the Shark",2015,86.0,Thriller,6.5,73
Walt Disney e l'Italia - Una storia d'amore,2014,60.0,"Biography,Documentary",7.4,11
Mes souliers rouges,2013,80.0,Documentary,5.4,5
The Blue Elephant,2014,170.0,"Drama,Horror,Mystery",8.2,21776
"To Singapore, with Love",2013,70.0,Documentary,7.4,26
Bayt al toot,2013,75.0,Documentary,6.6,18
Il hay yrawah,2013,74.0,Documentary,8.4,14
Mirath,2013,96.0,"Biography,Drama",7.2,64
Touyour ayloul,2013,99.0,"Biography,Documentary",7.9,9
La preuve,2013,95.0,Drama,4.4,11
Sotto voce,2013,94.0,Drama,7.4,10
Melodia al morphine,2013,61.0,Drama,8.0,5
Cat Run 2,2014,96.0,"Action,Comedy",4.4,1088
"Anak sabiran, di balik cahaya gemerlapan: Sang arsip",2013,155.0,Documentary,7.2,5
Grazing the Sky,2013,87.0,"Documentary,Drama",6.9,110
An-nyung Thuy,2013,108.0,Drama,6.2,5
Piprabidya,2013,93.0,"Comedy,Drama",6.2,896
Finders Keepers,2015,82.0,Documentary,6.8,2126
Raiz,2014,87.0,Drama,6.2,30
Rooster Teeth: Best of RT Shorts and Animated Adventures,2013,233.0,Comedy,8.5,88
Por un puñado de pelos,2014,106.0,"Comedy,Fantasy",5.6,13
The Flight Fantastic,2015,92.0,"Adventure,Biography,Documentary",8.4,7
Dangerous Desires,2015,100.0,Drama,5.7,12
Sing Your Own Song: An Opera Love Story,2014,61.0,"Biography,Documentary,Music",9.2,12
Spyfall,2014,79.0,Comedy,1.3,135
We Were Wolves,2014,94.0,"Comedy,Drama",7.5,56
Tekken: A Man Called X,2014,90.0,Action,2.8,2164
Unforgettable,2017,100.0,"Drama,Thriller",5.1,11489
Amori elementari,2014,94.0,"Adventure,Family,Sport",6.3,61
Rock in the Red Zone,2014,87.0,"Documentary,Music,War",8.8,26
Wiener Dog Internationals,2015,92.0,Family,4.3,106
Hallåhallå,2014,98.0,"Comedy,Drama",5.5,375
Planetary,2015,85.0,"Documentary,History",6.9,324
Obscure Pleasures: A Portrait of Walerian Borowczyk,2013,75.0,Documentary,6.7,12
Njinga Rainha de Angola,2013,109.0,"Adventure,Biography,Drama",6.6,70
Halam Geldi,2013,100.0,Drama,7.1,669
Anul dragonului,2013,78.0,"Documentary,Family",6.1,13
Format Perspective,2011,64.0,"Documentary,Drama,Sport",8.1,9
The Cured,2017,95.0,"Drama,Horror,Sci-Fi",5.5,5668
37,2018,90.0,Drama,6.5,11
La buca,2014,90.0,Comedy,6.0,251
A Despedida,2014,90.0,Drama,7.5,81
The Unexpected Bar Mitzvah,2015,126.0,Drama,4.1,38
Powerless,2013,80.0,"Adventure,Documentary,Drama",7.0,7
Kanyaka Talkies,2013,115.0,"Drama,Mystery",6.3,61
What's Eating Todd?,2016,88.0,"Horror,Thriller",3.3,35
P.O.V,2014,84.0,Horror,4.1,48
Tommy Benjamin,2014,78.0,"Comedy,Romance",7.7,6
Easter Sunday,2014,95.0,Horror,5.2,85
Kadin Isi Banka Soygunu,2014,104.0,"Comedy,Drama",4.2,615
Patterns of Evidence: Exodus,2014,115.0,"Documentary,History",7.4,901
Black and Cuba,2015,83.0,"Adventure,Documentary,History",7.9,23
Crazy About Tiffany's,2016,86.0,Documentary,5.6,203
NCR: Not Criminally Responsible,2013,99.0,Documentary,7.2,18
Bloody Sisterly Love,2015,90.0,Horror,4.8,18
Triggered,2012,126.0,Drama,8.6,5
Die Geschichte vom Astronauten,2014,77.0,Drama,5.1,18
The Lobster,2015,119.0,"Comedy,Drama,Romance",7.1,182622
Palm Swings,2017,95.0,"Comedy,Drama,Romance",4.4,482
88,2015,88.0,"Action,Thriller",5.1,3061
Panda's Wild Move,2013,60.0,Documentary,5.6,5
Tai hong tai hien,2014,109.0,Horror,4.9,97
Comme une envie de moustache,2014,53.0,Documentary,5.9,7
Underneath,2015,78.0,Thriller,5.9,49
Twink,2014,68.0,Drama,4.6,56
Bai fa mo nu zhuan zhi ming yue tian guo,2014,104.0,Fantasy,5.4,1417
Karle Pyaar Karle,2014,110.0,"Action,Romance",3.0,108
Rotterdam 2040,2013,95.0,Documentary,6.9,12
"Wake Up, Girls! 7 Nin No Idol the Movie",2014,53.0,"Animation,Comedy,Drama",7.0,51
Kreuzweg,2014,110.0,Drama,7.5,3773
Vaayai Moodi Pesavum,2014,140.0,"Comedy,Drama,Romance",6.7,1282
Turnover,2019,123.0,"Comedy,Drama,Family",9.5,86
Unimaginable,2015,88.0,Drama,5.5,29
How to Save Us,2014,78.0,"Drama,Fantasy,Horror",5.3,821
The Bequeather,2014,89.0,Comedy,8.5,22
Everything is Forever,2014,87.0,"Biography,Documentary,Music",8.7,20
The Devil in White,2014,113.0,"Horror,Sci-Fi",4.1,33
Romeo and Juliet,2014,135.0,Romance,5.4,361
Arrows of Fire,2013,65.0,Documentary,6.7,10
Dragons of Camelot,2014,80.0,Fantasy,2.4,271
Behind Closed Doors,2014,90.0,"Drama,Thriller",7.6,15
Pride Is Forever,2012,70.0,Documentary,8.6,5
Resurrection,2017,110.0,Drama,6.5,195
Extinction,2015,112.0,"Drama,Horror,Sci-Fi",5.8,14710
Up in the Wind,2013,106.0,Comedy,5.0,132
Sonno Profondo,2013,67.0,"Horror,Thriller",4.7,142
3 histoires d'Indiens,2014,71.0,Drama,6.3,33
Britten's Peter Grimes,2014,190.0,Musical,8.6,9
A Cinema of Discontent,2013,85.0,Documentary,7.0,13
"Kings, Queens, & In-Betweens",2017,90.0,"Biography,Documentary",6.3,24
Worst Kind of People,2013,84.0,"Action,Comedy,Drama",9.2,6
Tommy's Honour,2016,112.0,"Biography,Drama,Romance",6.2,834
The Force Within Us,2013,94.0,"Biography,Documentary,History",7.5,20
Afraid of Dark,2014,75.0,"Documentary,History,Music",8.8,52
Bonta 3D,2013,80.0,"Adventure,Animation,Comedy",4.9,123
Hondros,2017,90.0,"Biography,Documentary,War",7.5,271
La punta del iceberg,2016,91.0,Thriller,6.3,682
Sam,2015,80.0,"Drama,Family",7.7,23
American Hostage,2015,100.0,"Crime,Drama,Thriller",6.0,289
Excess Flesh,2015,103.0,"Drama,Horror,Thriller",3.8,647
Fronteras,2014,48.0,Drama,7.3,6
Hank Is Evil: The Movie,2014,76.0,"Action,Comedy,Mystery",8.2,8
Golden Five,2016,83.0,"Drama,History,Romance",7.8,169
Gorcina osvete,2013,82.0,Action,7.6,7
Cruzando el sentido,2015,100.0,"Comedy,Drama,Sport",6.0,23
Despicable Me 3,2017,89.0,"Adventure,Animation,Comedy",6.3,92580
Phantom,2015,136.0,"Action,Drama,Thriller",5.8,7739
Fetish Subculture Documentary,2014,49.0,"Biography,Documentary",7.4,5
Jurassic Prey,2015,87.0,"Action,Adventure,Comedy",1.7,605
Found Footage,2014,93.0,Comedy,6.5,36
Bride for Rent,2014,115.0,"Comedy,Romance",6.4,400
Love Child,2014,75.0,"Crime,Documentary,News",5.8,262
Z fung bou,2014,92.0,"Action,Crime",5.4,612
Alles inklusive,2014,119.0,"Comedy,Drama",5.6,163
Huang feihong zhi yingxiong you meng,2014,131.0,"Action,Biography,Drama",6.5,2531
28,2014,98.0,Drama,7.4,66
Fishing Without Nets,2014,109.0,Thriller,6.3,184
Órbita 9,2017,95.0,"Drama,Romance,Sci-Fi",5.9,5103
Bai ri yan huo,2014,110.0,"Crime,Mystery,Thriller",6.7,6400
Jack,2014,103.0,Drama,7.3,900
Macondo,2014,98.0,Drama,6.6,221
Tui na,2014,114.0,Drama,7.2,929
Fuoriscena,2013,82.0,"Action,Documentary,Family",7.6,9
If Only I Were That Warrior,2015,72.0,"Documentary,History",7.6,12
Back to the Garden,2013,95.0,Drama,6.8,21
In Dangerous Minds,2016,90.0,"Action,Drama",7.6,12
Heroes Behind the Badge: Sacrifice & Survival,2013,100.0,"Crime,Documentary,News",8.1,10
Sing,2016,108.0,"Animation,Comedy,Family",7.1,115951
Um Conto De Batman: Na Psicose Do Ventríloquo,2014,88.0,"Drama,Thriller",6.0,9
Agoraphobia,2015,86.0,"Horror,Thriller",3.4,589
Time Teens: The Beginning,2015,119.0,"Action,Adventure,Fantasy",6.2,23
American Girl,2014,82.0,"Drama,Romance",4.9,59
